nct,interv,int_type,intervn,cnt1_int,cnt2_int_type
NCT00627016,Drug: Placebo,Drug, Placebo,2,2
NCT00627393,Drug: Standard antimicrobial therapy,Drug, Standard antimicrobial therapy,4,2
NCT00627393,Biological: Granulocyte transfusions,Biological, Granulocyte transfusions,4,1
NCT00627393,Drug: G-CSF/dexamethasone,Drug, G-CSF/dexamethasone,4,2
NCT00627393,Device: Apheresis machine,Device, Apheresis machine,4,1
NCT00627406,Drug: Buserelin and Pregnyl,Drug, Buserelin and Pregnyl,4,4
NCT00627406,Drug: Pregnyl,Drug, Pregnyl,4,4
NCT00627406,Drug: Buserelin and Pregnyl,Drug, Buserelin and Pregnyl,4,4
NCT00627406,Drug: Pregnyl,Drug, Pregnyl,4,4
NCT00627445,Drug: biphasic insulin aspart 30,Drug, biphasic insulin aspart 30,3,3
NCT00627445,Drug: metformin,Drug, metformin,3,3
NCT00627445,Drug: biphasic insulin aspart 50,Drug, biphasic insulin aspart 50,3,3
NCT00627523,"Drug: Genotropin (PN-180,307) Somatropin",Drug," Genotropin (PN-180,307) Somatropin",2,2
NCT00627523,Drug: Control-no treatment,Drug, Control-no treatment,2,2
NCT00627679,Drug: Budesonide Inhalation Suspension,Drug, Budesonide Inhalation Suspension,4,4
NCT00627679,Drug: MAP0010 low dose,Drug, MAP0010 low dose,4,4
NCT00627679,Drug: MAP0010 intermediate dose,Drug, MAP0010 intermediate dose,4,4
NCT00627679,Drug: MAP0010 high dose,Drug, MAP0010 high dose,4,4
NCT00627861,Drug: Aliskiren,Drug, Aliskiren,2,2
NCT00627861,Drug: Extended-release metoprolol,Drug, Extended-release metoprolol,2,2
NCT00627926,Biological: Pegylated Interferon Alfa 2a,Biological, Pegylated Interferon Alfa 2a,4,1
NCT00627926,Drug: Telaprevir,Drug, Telaprevir,4,2
NCT00627926,Drug: Ribavirin,Drug, Ribavirin,4,2
NCT00627926,Other: Placebo,Other, Placebo,4,1
NCT00628108,Drug: Levocetirizine 1.25 mg,Drug, Levocetirizine 1.25 mg,2,1
NCT00628108,Other: Placebo,Other, Placebo,2,1
NCT00628134,Drug: calfactant aerosol,Drug, calfactant aerosol,2,2
NCT00628134,Drug: isotonic saline aerosol,Drug, isotonic saline aerosol,2,2
NCT00628212,Drug: Teneligliptin 10mg,Drug, Teneligliptin 10mg,4,4
NCT00628212,Drug: Teneligliptin 20 mg,Drug, Teneligliptin 20 mg,4,4
NCT00628212,Drug: Teneligliptin 40 mg,Drug, Teneligliptin 40 mg,4,4
NCT00628212,Drug: Placebo,Drug, Placebo,4,4
NCT00628355,Drug: lidocaine,Drug, lidocaine,2,1
NCT00628355,Procedure: Ischemic compression,Procedure, Ischemic compression,2,1
NCT00628628,Drug: As Needed Rasburicase,Drug, As Needed Rasburicase,2,2
NCT00628628,Drug: Fixed Dose Rasburicase,Drug, Fixed Dose Rasburicase,2,2
NCT00628758,Drug: Symbicort TBH - Turbuhaler,Drug, Symbicort TBH - Turbuhaler,2,2
NCT00628758,"Drug: beta-II-agonist, inhale steroid",Drug," beta-II-agonist, inhale steroid",2,2
NCT00628862,Drug: Formoterol Turbuhaler® 4.5mg,Drug, Formoterol Turbuhaler® 4.5mg,3,3
NCT00628862,Drug: Formoterol Turbuhaler® 9 mg,Drug, Formoterol Turbuhaler® 9 mg,3,3
NCT00628862,Drug: Turbuhaler® placebo,Drug, Turbuhaler® placebo,3,3
NCT00629018,Biological: CD34+ autologous stem cell transplantation,Biological, CD34+ autologous stem cell transplantation,3,2
NCT00629018,Drug: Bone Marrow Stimulation,Drug, Bone Marrow Stimulation,3,1
NCT00629018,Biological: SC therapy,Biological, SC therapy,3,2
NCT00629239,Drug: AZD4818,Drug, AZD4818,2,2
NCT00629239,Drug: Placebo,Drug, Placebo,2,2
NCT00629499,Drug: nab paclitaxel,Drug, nab paclitaxel,3,3
NCT00629499,Drug: Cyclophosphamide,Drug, Cyclophosphamide,3,3
NCT00629499,Drug: Trastuzumab,Drug, Trastuzumab,3,3
NCT00629525,Drug: RAD001,Drug, RAD001,1,1
NCT00629772,Drug: Placebo,Drug, Placebo,2,2
NCT00629772,Drug: Infliximab,Drug, Infliximab,2,2
NCT00630058,"Drug: MP-424(H), PEG-IFN-a-2b, RBV",Drug," MP-424(H), PEG-IFN-a-2b, RBV",2,2
NCT00630058,"Drug: MP-424 (L), PEG-IFN-a-2b, RBV",Drug," MP-424 (L), PEG-IFN-a-2b, RBV",2,2
NCT00630344,Drug: RAD001,Drug, RAD001,2,2
NCT00630344,Drug: Bicalutamide,Drug, Bicalutamide,2,2
NCT00630396,Drug: Minocycline,Drug, Minocycline,1,1
NCT00630487,Drug: Placebo,Drug, Placebo,2,2
NCT00630487,Drug: Somatropin,Drug, Somatropin,2,2
NCT00630539,Drug: Placebo,Drug, Placebo,4,4
NCT00630539,Drug: Ospemifene 5 mg,Drug, Ospemifene 5 mg,4,4
NCT00630539,Drug: Ospemifene 15 mg,Drug, Ospemifene 15 mg,4,4
NCT00630539,Drug: Ospemifene 30 mg,Drug, Ospemifene 30 mg,4,4
NCT00630734,Drug: Pravastatin,Drug, Pravastatin,5,4
NCT00630734,Drug: Darunavir,Drug, Darunavir,5,4
NCT00630734,Drug: Ritonavir,Drug, Ritonavir,5,4
NCT00630734,Drug: Pravastatin,Drug, Pravastatin,5,4
NCT00630734,Other: Washout,Other, Washout,5,1
NCT00630786,Drug: Panitumumab,Drug, Panitumumab,2,2
NCT00630786,Drug: Conatumumab,Drug, Conatumumab,2,2
NCT00630825,Drug: LY2189265,Drug, LY2189265,2,2
NCT00630825,Drug: Placebo,Drug, Placebo,2,2
NCT00630864,Drug: Fx-1006A,Drug, Fx-1006A,1,1
NCT00630877,Drug: Niacin extended-release (NER),Drug, Niacin extended-release (NER),4,4
NCT00630877,Drug: Niacin extended-release (NER) placebo,Drug, Niacin extended-release (NER) placebo,4,4
NCT00630877,Drug: Aspirin (ASA),Drug, Aspirin (ASA),4,4
NCT00630877,Drug: Aspirin (ASA) placebo,Drug, Aspirin (ASA) placebo,4,4
NCT00630955,Drug: memantine,Drug, memantine,3,3
NCT00630955,Drug: Memantine,Drug, Memantine,3,3
NCT00630955,Drug: Placebo,Drug, Placebo,3,3
NCT00630994,Drug: Dacogen,Drug, Dacogen,1,1
NCT00631007,Drug: INT131 besylate,Drug, INT131 besylate,3,3
NCT00631007,Drug: Pioglitazone HCl,Drug, Pioglitazone HCl,3,3
NCT00631007,Drug: Placebo,Drug, Placebo,3,3
NCT00631020,Behavioral: CBME,Behavioral, CBME,2,1
NCT00631020,Drug: Optional NRT,Drug, Optional NRT,2,1
NCT00631189,Drug: Rosuvastatin,Drug, Rosuvastatin,3,3
NCT00631189,Drug: Pravastatin,Drug, Pravastatin,3,3
NCT00631189,Drug: Atorvastatin,Drug, Atorvastatin,3,3
NCT00631358,Drug: Maxidex,Drug, Maxidex,2,1
NCT00631358,Other: No treatment,Other, No treatment,2,1
NCT00631371,Drug: Bevacizumab,Drug, Bevacizumab,4,4
NCT00631371,Drug: Temsirolimus,Drug, Temsirolimus,4,4
NCT00631371,Drug: Bevacizumab,Drug, Bevacizumab,4,4
NCT00631371,Drug: Interferon-Alfa 9MU,Drug, Interferon-Alfa 9MU,4,4
NCT00631410,Drug: sunitinib + mFOLFOX6,Drug, sunitinib + mFOLFOX6,2,2
NCT00631410,Drug: sunitinib + mFOLFOX6,Drug, sunitinib + mFOLFOX6,2,2
NCT00631449,Drug: Raltegravir,Drug, Raltegravir,2,2
NCT00631449,Drug: Placebo,Drug, Placebo,2,2
NCT00631475,Drug: Bosentan,Drug, Bosentan,1,1
NCT00631488,Drug: MK-0893,Drug, MK-0893,6,6
NCT00631488,Drug: Sitagliptin,Drug, Sitagliptin,6,6
NCT00631488,Drug: Metformin,Drug, Metformin,6,6
NCT00631488,Drug: Placebo for MK-0893,Drug, Placebo for MK-0893,6,6
NCT00631488,Drug: Placebo for Sitagliptin,Drug, Placebo for Sitagliptin,6,6
NCT00631488,Drug: Placebo for Metformin,Drug, Placebo for Metformin,6,6
NCT00631657,Drug: Esmirtazapine,Drug, Esmirtazapine,2,2
NCT00631657,Drug: Placebo,Drug, Placebo,2,2
NCT00631696,Drug: Pregabalin,Drug, Pregabalin,2,2
NCT00631696,Drug: Placebo,Drug, Placebo,2,2
NCT00631748,Drug: quetiapine fumarate,Drug, quetiapine fumarate,3,2
NCT00631748,Drug: Matched Placebo,Drug, Matched Placebo,3,2
NCT00631748,Behavioral: Cognitive-behavioral Therapy,Behavioral, Cognitive-behavioral Therapy,3,1
NCT00631917,Drug: Aliskiren,Drug, Aliskiren,4,2
NCT00631917,Drug: Ramipril,Drug, Ramipril,4,2
NCT00631917,Other: Placebo to Ramipril,Other, Placebo to Ramipril,4,2
NCT00631917,Other: Placebo to Aliskiren,Other, Placebo to Aliskiren,4,2
NCT00631969,"Drug: Vardenafil ODT (STAXYN, BAY38-9456)",Drug," Vardenafil ODT (STAXYN, BAY38-9456)",2,2
NCT00631969,Drug: Placebo,Drug, Placebo,2,2
NCT00632099,Drug: Oral micronized progesterone,Drug, Oral micronized progesterone,2,2
NCT00632099,Drug: Placebo,Drug, Placebo,2,2
NCT00632203,Drug: Temozolomide,Drug, Temozolomide,1,1
NCT00632229,Drug: Paliperidone,Drug, Paliperidone,2,2
NCT00632229,Drug: Placebo,Drug, Placebo,2,2
NCT00632424,Drug: Ixabepilone (oral formulation),Drug, Ixabepilone (oral formulation),1,1
NCT00632489,Drug: LBH589,Drug, LBH589,3,3
NCT00632489,Drug: Capecitabine,Drug, Capecitabine,3,3
NCT00632489,Drug: Lapatinib,Drug, Lapatinib,3,3
NCT00632502,Drug: Navarixin,Drug, Navarixin,3,3
NCT00632502,Drug: Placebo,Drug, Placebo,3,3
NCT00632502,Drug: Rescue medication,Drug, Rescue medication,3,3
NCT00632541,Drug: Sorafenib,Drug, Sorafenib,3,2
NCT00632541,Drug: Bevacizumab,Drug, Bevacizumab,3,2
NCT00632541,Other: Imaging,Other, Imaging,3,1
NCT00632619,Behavioral: Group-based behavior therapy,Behavioral, Group-based behavior therapy,3,2
NCT00632619,Drug: Stimulant medication therapy,Drug, Stimulant medication therapy,3,1
NCT00632619,Behavioral: Community-based psychosocial treatment,Behavioral, Community-based psychosocial treatment,3,2
NCT00632632,Drug: D-Cycloserine,Drug, D-Cycloserine,2,1
NCT00632632,Other: Placebo,Other, Placebo,2,1
NCT00632736,Drug: Ropinirole XL (formerly CR),Drug, Ropinirole XL (formerly CR),1,1
NCT00632749,Drug: BI 811283 (d 1 and 15),Drug, BI 811283 (d 1 and 15),4,4
NCT00632749,Drug: Cytarabine,Drug, Cytarabine,4,4
NCT00632749,Drug: BI 811283 (d1),Drug, BI 811283 (d1),4,4
NCT00632749,Drug: Cytarabine,Drug, Cytarabine,4,4
NCT00632814,"Drug: rFVIII-FS (Kogenate FS, BAY14-2222) 70 IU/kg, dosing once per week",Drug," rFVIII-FS (Kogenate FS, BAY14-2222) 70 IU/kg, dosing once per week",3,3
NCT00632814,"Drug: rFVIII-FS (Kogenate FS, BAY14-2222), 70 IU/kg twice per week (30 IU/kg + 40 IU/kg)",Drug," rFVIII-FS (Kogenate FS, BAY14-2222), 70 IU/kg twice per week (30 IU/kg + 40 IU/kg)",3,3
NCT00632814,"Drug: rFVIII-FS (Kogenate FS, BAY14-2222) 75 IU/kg, dosing three times per week (3 x 25 IU/kg)",Drug," rFVIII-FS (Kogenate FS, BAY14-2222) 75 IU/kg, dosing three times per week (3 x 25 IU/kg)",3,3
NCT00632931,Drug: vorinostat,Drug, vorinostat,2,2
NCT00632931,Drug: Comparator: placebo (unspecified),Drug, Comparator: placebo (unspecified),2,2
NCT00633087,Drug: 2-deoxyglucose,Drug, 2-deoxyglucose,1,1
NCT00633126,Drug: ceftaroline,Drug, ceftaroline,1,1
NCT00633152,Drug: ceftaroline,Drug, ceftaroline,3,3
NCT00633152,Drug: linezolid,Drug, linezolid,3,3
NCT00633152,Drug: Aztreonam,Drug, Aztreonam,3,3
NCT00633217,Drug: Fluticasone Propionate/Salmeterol DISKUS 250/50mcg,Drug, Fluticasone Propionate/Salmeterol DISKUS 250/50mcg,2,2
NCT00633217,Drug: Fluticasone Propionate/Salmeterol Hydrofluoroalkane 134a MDI 230/42mcg,Drug, Fluticasone Propionate/Salmeterol Hydrofluoroalkane 134a MDI 230/42mcg,2,2
NCT00633256,Drug: Cycloserine,Drug, Cycloserine,2,2
NCT00633256,Drug: Placebo,Drug, Placebo,2,2
NCT00633399,Drug: Ziprasidone,Drug, Ziprasidone,2,2
NCT00633399,Drug: Placebo,Drug, Placebo,2,2
NCT00633464,Drug: ixabepilone,Drug, ixabepilone,2,2
NCT00633464,Drug: ixabepilone + cetuximab,Drug, ixabepilone + cetuximab,2,2
NCT00633477,Drug: Resatorvid,Drug, Resatorvid,2,2
NCT00633477,Drug: Placebo,Drug, Placebo,2,2
NCT00633750,Drug: erlotinib hydrochloride,Drug, erlotinib hydrochloride,9,1
NCT00633750,Genetic: TUNEL assay,Genetic, TUNEL assay,9,2
NCT00633750,Genetic: protein expression analysis,Genetic, protein expression analysis,9,2
NCT00633750,Other: immunohistochemistry staining method,Other, immunohistochemistry staining method,9,5
NCT00633750,Other: laboratory biomarker analysis,Other, laboratory biomarker analysis,9,5
NCT00633750,Other: liquid chromatography,Other, liquid chromatography,9,5
NCT00633750,Other: mass spectrometry,Other, mass spectrometry,9,5
NCT00633750,Other: matrix-assisted laser desorption ionization mass spectrometry,Other, matrix-assisted laser desorption ionization mass spectrometry,9,5
NCT00633750,Procedure: therapeutic conventional surgery,Procedure, therapeutic conventional surgery,9,1
NCT00633880,Drug: Placebo,Drug, Placebo,2,2
NCT00633880,Drug: Droxidopa,Drug, Droxidopa,2,2
NCT00633893,Drug: Apixaban,Drug, Apixaban,2,2
NCT00633893,Drug: Placebo,Drug, Placebo,2,2
NCT00633919,Biological: SLITone(TM) Dermatophagoides mix,Biological, SLITone(TM) Dermatophagoides mix,7,2
NCT00633919,Biological: Placebo,Biological, Placebo,7,2
NCT00633919,Drug: Salbutamol inhaler,Drug, Salbutamol inhaler,7,5
NCT00633919,Drug: Budesonide/formoterol inhaler,Drug, Budesonide/formoterol inhaler,7,5
NCT00633919,Drug: Prednisone tablet,Drug, Prednisone tablet,7,5
NCT00633919,Drug: Desloratadine tablet,Drug, Desloratadine tablet,7,5
NCT00633919,Drug: Budesonide nasal spray,Drug, Budesonide nasal spray,7,5
NCT00633932,Drug: Esomeprazole,Drug, Esomeprazole,3,3
NCT00633932,Drug: Esomeprazole,Drug, Esomeprazole,3,3
NCT00633932,Drug: Omeprazole,Drug, Omeprazole,3,3
NCT00633984,Behavioral: Cognitive Behavioral Group Therapy (CBGT),Behavioral, Cognitive Behavioral Group Therapy (CBGT),3,1
NCT00633984,Drug: D-Cycloserine,Drug, D-Cycloserine,3,2
NCT00633984,Drug: Placebo,Drug, Placebo,3,2
NCT00634049,Drug: isavuconazole,Drug, isavuconazole,1,1
NCT00634088,"Drug: Ixabepilone, 32 mg/m^2 + Lapatinib, 1000 mg",Drug," Ixabepilone, 32 mg/m^2 + Lapatinib, 1000 mg",4,4
NCT00634088,"Drug: Ixabepilone, 32 mg/m^2 + Lapatinib, 1250 mg",Drug," Ixabepilone, 32 mg/m^2 + Lapatinib, 1250 mg",4,4
NCT00634088,"Drug: Ixabepilone, 40 mg/m^2 + Lapatinib, 1250 mg",Drug," Ixabepilone, 40 mg/m^2 + Lapatinib, 1250 mg",4,4
NCT00634088,Drug: Ixabepilone + Lapatinib + Capecitabine,Drug, Ixabepilone + Lapatinib + Capecitabine,4,4
NCT00634114,Drug: Esomeprazole,Drug, Esomeprazole,3,3
NCT00634114,Drug: Esomeprazole,Drug, Esomeprazole,3,3
NCT00634114,Drug: Omeprazole,Drug, Omeprazole,3,3
NCT00634166,Drug: Sulfamylon® For 5 % Topical Solution,Drug, Sulfamylon® For 5 % Topical Solution,2,2
NCT00634166,Drug: Topical Antimicrobial/Antifungal Medications,Drug, Topical Antimicrobial/Antifungal Medications,2,2
NCT00634244,Drug: alvocidib,Drug, alvocidib,7,7
NCT00634244,Drug: mitoxantrone hydrochloride,Drug, mitoxantrone hydrochloride,7,7
NCT00634244,Drug: carboplatin,Drug, carboplatin,7,7
NCT00634244,Drug: cytarabine,Drug, cytarabine,7,7
NCT00634244,Drug: sirolimus,Drug, sirolimus,7,7
NCT00634244,Drug: etoposide,Drug, etoposide,7,7
NCT00634244,Drug: topotecan hydrochloride,Drug, topotecan hydrochloride,7,7
NCT00634322,Drug: glucarpidase,Drug, glucarpidase,2,2
NCT00634322,Drug: leucovorin,Drug, leucovorin,2,2
NCT00634504,"Drug: glucarpidase, high-dose methotrexate, leucovorin",Drug," glucarpidase, high-dose methotrexate, leucovorin",2,2
NCT00634504,"Drug: high-dose methotrexate, leucovorin",Drug," high-dose methotrexate, leucovorin",2,2
NCT00634543,Drug: Tramadol hydrochloride/ Acetaminophen,Drug, Tramadol hydrochloride/ Acetaminophen,2,2
NCT00634543,Drug: Gabapentin,Drug, Gabapentin,2,2
NCT00634582,Drug: paricalcitol,Drug, paricalcitol,5,1
NCT00634582,Other: immunoenzyme technique,Other, immunoenzyme technique,5,2
NCT00634582,Other: laboratory biomarker analysis,Other, laboratory biomarker analysis,5,2
NCT00634582,Procedure: dual x-ray absorptometry,Procedure, dual x-ray absorptometry,5,2
NCT00634582,Procedure: quality-of-life assessment,Procedure, quality-of-life assessment,5,2
NCT00634647,Drug: Satraplatin,Drug, Satraplatin,2,2
NCT00634647,Drug: prednisone,Drug, prednisone,2,2
NCT00634842,Drug: insulin detemir,Drug, insulin detemir,2,2
NCT00634842,Drug: insulin detemir,Drug, insulin detemir,2,2
NCT00634894,Drug: Femara,Drug, Femara,2,2
NCT00634894,Drug: Placebo,Drug, Placebo,2,2
NCT00634920,Drug: everolimus,Drug, everolimus,5,5
NCT00634920,Drug: cyclosporine A,Drug, cyclosporine A,5,5
NCT00634920,Drug: Enteric Coated Mycophenolate Sodium (EC-MPS),Drug, Enteric Coated Mycophenolate Sodium (EC-MPS),5,5
NCT00634920,Drug: corticosteroids,Drug, corticosteroids,5,5
NCT00634920,Drug: Basiliximab,Drug, Basiliximab,5,5
NCT00634933,Drug: TRU-015,Drug, TRU-015,9,9
NCT00634933,Drug: Methylprednisolone,Drug, Methylprednisolone,9,9
NCT00634933,Drug: Prednisone,Drug, Prednisone,9,9
NCT00634933,Drug: TRU-015,Drug, TRU-015,9,9
NCT00634933,Drug: Methylprednisolone,Drug, Methylprednisolone,9,9
NCT00634933,Drug: Prednisone,Drug, Prednisone,9,9
NCT00634933,Drug: TRU-015,Drug, TRU-015,9,9
NCT00634933,Drug: Methylprednisolone,Drug, Methylprednisolone,9,9
NCT00634933,Drug: Prednisone,Drug, Prednisone,9,9
NCT00635024,Biological: anti-thymocyte globulin,Biological, anti-thymocyte globulin,2,1
NCT00635024,Drug: melphalan,Drug, melphalan,2,1
NCT00635154,Biological: Anakinra (IL-1Ra),Biological, Anakinra (IL-1Ra),2,1
NCT00635154,Drug: Dexamethasone acetate,Drug, Dexamethasone acetate,2,1
NCT00635219,Drug: Placebo,Drug, Placebo,5,5
NCT00635219,Drug: Vortioxetine (Lu AA21004),Drug, Vortioxetine (Lu AA21004),5,5
NCT00635219,Drug: Vortioxetine (Lu AA21004),Drug, Vortioxetine (Lu AA21004),5,5
NCT00635219,Drug: Vortioxetine (Lu AA21004),Drug, Vortioxetine (Lu AA21004),5,5
NCT00635219,Drug: Duloxetine,Drug, Duloxetine,5,5
NCT00635232,Drug: irbesartan,Drug, irbesartan,5,5
NCT00635232,Drug: placebo,Drug, placebo,5,5
NCT00635232,Drug: PS433540,Drug, PS433540,5,5
NCT00635232,Drug: PS433540,Drug, PS433540,5,5
NCT00635232,Drug: PS433540,Drug, PS433540,5,5
NCT00635349,Drug: Meloxicam,Drug, Meloxicam,3,3
NCT00635349,Drug: Aceclofenac,Drug, Aceclofenac,3,3
NCT00635349,Drug: Tramadol Hydrochloride Plus Acetaminophen,Drug, Tramadol Hydrochloride Plus Acetaminophen,3,3
NCT00635570,Drug: Ortho Tri-cyclen Lo,Drug, Ortho Tri-cyclen Lo,2,1
NCT00635570,Device: NuvaRing,Device, NuvaRing,2,1
NCT00635609,Drug: Doxycycline hyclate (Doryx),Drug, Doxycycline hyclate (Doryx),2,2
NCT00635609,Drug: Doxycycline hyclate,Drug, Doxycycline hyclate,2,2
NCT00635648,Drug: caspofungin acetate,Drug, caspofungin acetate,1,1
NCT00635817,Drug: Leuprolide acetate 11.25 mg,Drug, Leuprolide acetate 11.25 mg,2,2
NCT00635817,Drug: Leuprolide acetate 30 mg,Drug, Leuprolide acetate 30 mg,2,2
NCT00635882,Drug: mometasone furoate/formoterol 100/10 mcg,Drug, mometasone furoate/formoterol 100/10 mcg,6,6
NCT00635882,Drug: mometasone furoate/formoterol 200/10 mcg,Drug, mometasone furoate/formoterol 200/10 mcg,6,6
NCT00635882,Drug: mometasone furoate/formoterol 400/10 mcg,Drug, mometasone furoate/formoterol 400/10 mcg,6,6
NCT00635882,Drug: MF DPI 200 mcg,Drug, MF DPI 200 mcg,6,6
NCT00635882,Drug: MF MDI 200 mcg,Drug, MF MDI 200 mcg,6,6
NCT00635882,Drug: Placebo,Drug, Placebo,6,6
NCT00636155,Drug: cenersen sodium,Drug, cenersen sodium,4,4
NCT00636155,Drug: Rituximab,Drug, Rituximab,4,4
NCT00636155,Drug: Cyclophosphamide,Drug, Cyclophosphamide,4,4
NCT00636155,Drug: Fludarabine,Drug, Fludarabine,4,4
NCT00636168,Drug: ipilimumab,Drug, ipilimumab,2,2
NCT00636168,Drug: Placebo,Drug, Placebo,2,2
NCT00636207,Drug: Montelukast,Drug, Montelukast,2,2
NCT00636207,Drug: Placebo,Drug, Placebo,2,2
NCT00636441,Drug: Doxorubicin/Cyclophosphamide (AC) or Docetaxel/Cyclophosphamide (TC),Drug, Doxorubicin/Cyclophosphamide (AC) or Docetaxel/Cyclophosphamide (TC),1,1
NCT00636610,Drug: Vismodegib 150 mg,Drug, Vismodegib 150 mg,5,5
NCT00636610,Drug: Placebo to vismodegib,Drug, Placebo to vismodegib,5,5
NCT00636610,Drug: Bevacizumab,Drug, Bevacizumab,5,5
NCT00636610,Drug: Modified FOLFOX,Drug, Modified FOLFOX,5,5
NCT00636610,Drug: FOLFIRI,Drug, FOLFIRI,5,5
NCT00636636,Drug: Gabapentin Extended Release tablets,Drug, Gabapentin Extended Release tablets,2,2
NCT00636636,Drug: Placebo,Drug, Placebo,2,2
NCT00636649,Drug: Escitalopram,Drug, Escitalopram,2,2
NCT00636649,Drug: Placebo,Drug, Placebo,2,2
NCT00636792,Drug: VELCADE,Drug, VELCADE,3,3
NCT00636792,Drug: Bendamustine,Drug, Bendamustine,3,3
NCT00636792,Drug: Rituximab,Drug, Rituximab,3,3
NCT00636805,Drug: Palonosetron (Aloxi) and Dexamethasone,Drug, Palonosetron (Aloxi) and Dexamethasone,1,1
NCT00636818,Drug: Atomoxetine,Drug, Atomoxetine,1,1
NCT00636961,Drug: Indacaterol 300μg,Drug, Indacaterol 300μg,2,2
NCT00636961,Drug: Placebo,Drug, Placebo,2,2
NCT00637000,Drug: Buprenorphine soluble film,Drug, Buprenorphine soluble film,3,3
NCT00637000,Drug: Buprenorphine/naloxone film strip,Drug, Buprenorphine/naloxone film strip,3,3
NCT00637000,Drug: Placebo,Drug, Placebo,3,3
NCT00637247,Drug: imexon in combination with gemcitabine,Drug, imexon in combination with gemcitabine,2,2
NCT00637247,Drug: imexon placebo + gemcitabine,Drug, imexon placebo + gemcitabine,2,2
NCT00637273,Drug: exenatide once weekly,Drug, exenatide once weekly,5,5
NCT00637273,Drug: sitagliptin,Drug, sitagliptin,5,5
NCT00637273,Drug: pioglitazone,Drug, pioglitazone,5,5
NCT00637273,Drug: placebo tablet,Drug, placebo tablet,5,5
NCT00637273,Drug: placebo once weekly,Drug, placebo once weekly,5,5
NCT00637377,Drug: Ranibizumab,Drug, Ranibizumab,4,1
NCT00637377,"Biological: Aflibercept Injection (EYLEA, VEGF Trap-Eye, BAY86-5321)",Biological," Aflibercept Injection (EYLEA, VEGF Trap-Eye, BAY86-5321)",4,3
NCT00637377,"Biological: Aflibercept Injection (EYLEA, VEGF Trap-Eye, BAY86-5321)",Biological," Aflibercept Injection (EYLEA, VEGF Trap-Eye, BAY86-5321)",4,3
NCT00637377,"Biological: Aflibercept Injection (EYLEA, VEGF Trap-Eye, BAY86-5321)",Biological," Aflibercept Injection (EYLEA, VEGF Trap-Eye, BAY86-5321)",4,3
NCT00637923,Drug: Nitazoxanide,Drug, Nitazoxanide,4,3
NCT00637923,Drug: Placebo,Drug, Placebo,4,3
NCT00637923,Biological: Peginterferon alfa-2a,Biological, Peginterferon alfa-2a,4,1
NCT00637923,Drug: Ribavirin,Drug, Ribavirin,4,3
NCT00638027,Drug: placebo,Drug, placebo,2,2
NCT00638027,Drug: memantine,Drug, memantine,2,2
NCT00638157,Drug: daptomycin,Drug, daptomycin,2,2
NCT00638157,Drug: daptomycin and gentamicin,Drug, daptomycin and gentamicin,2,2
NCT00638378,Drug: Ruxolitinib,Drug, Ruxolitinib,1,1
NCT00638651,Device: 1064 nm Nd:YAG laser,Device, 1064 nm Nd:YAG laser,2,1
NCT00638651,"Drug: Imiquimod, 5% cream",Drug," Imiquimod, 5% cream",2,1
NCT00638690,Drug: Placebo,Drug, Placebo,3,3
NCT00638690,Drug: Abiraterone acetate,Drug, Abiraterone acetate,3,3
NCT00638690,Drug: Prednisone/prednisolone,Drug, Prednisone/prednisolone,3,3
NCT00638820,Procedure: Stem Cell or Umbilical Cord Blood Transplantation,Procedure, Stem Cell or Umbilical Cord Blood Transplantation,3,2
NCT00638820,"Drug: Campath, Busulfan, Clofarabine",Drug," Campath, Busulfan, Clofarabine",3,1
NCT00638820,Procedure: Total Lymphoid Irradiation,Procedure, Total Lymphoid Irradiation,3,2
NCT00638937,Drug: saracatinib,Drug, saracatinib,1,1
NCT00638963,Drug: temozolomide,Drug, temozolomide,1,1
NCT00639002,Drug: Ruxolitinib 25 mg,Drug, Ruxolitinib 25 mg,2,2
NCT00639002,Drug: Dexamethasone 40 mg,Drug, Dexamethasone 40 mg,2,2
NCT00639158,Drug: ABT-335,Drug, ABT-335,4,4
NCT00639158,Drug: placebo,Drug, placebo,4,4
NCT00639158,Drug: atorvastatin,Drug, atorvastatin,4,4
NCT00639158,Drug: ezetimibe,Drug, ezetimibe,4,4
NCT00639223,Dietary Supplement: Red Yeast Rice,Dietary Supplement, Red Yeast Rice,3,1
NCT00639223,Drug: Pravastatin,Drug, Pravastatin,3,1
NCT00639223,Behavioral: Lifestyle modification program,Behavioral, Lifestyle modification program,3,1
NCT00639457,Drug: Pioglitazone,Drug, Pioglitazone,2,1
NCT00639457,Behavioral: Exercise training,Behavioral, Exercise training,2,1
NCT00639678,Drug: placebo,Drug, placebo,4,4
NCT00639678,Drug: raxibacumab,Drug, raxibacumab,4,4
NCT00639678,Drug: placebo,Drug, placebo,4,4
NCT00639678,Drug: raxibacumab,Drug, raxibacumab,4,4
NCT00639717,Procedure: stem cell transplant,Procedure, stem cell transplant,5,1
NCT00639717,Drug: tacrolimus (standard GVHD prophylaxis),Drug, tacrolimus (standard GVHD prophylaxis),5,4
NCT00639717,Drug: mycophenolate (standard GVHD prophylaxis),Drug, mycophenolate (standard GVHD prophylaxis),5,4
NCT00639717,Drug: etanercept,Drug, etanercept,5,4
NCT00639717,Drug: methoxsalen,Drug, methoxsalen,5,4
NCT00639769,Drug: cisplatin,Drug, cisplatin,2,2
